source,row,col,filename,size,labeled
PPL_O4.png,0,0,pg_male_traditional.webp,792,True
PPL_O4.png,0,1,pg_female_traditional.webp,792,True
PPL_O4.png,0,2,sb_male_traditional.webp,792,True
PPL_O4.png,0,3,sb_female_traditional.webp,792,True
PPL_O4.png,0,4,vu_male_traditional.webp,792,True
PPL_O4.png,1,0,vu_female_traditional.webp,792,True
PPL_O4.png,1,1,fj_male_casual.webp,792,True
PPL_O4.png,1,2,fj_female_flower.webp,792,True
PPL_O4.png,1,3,mg_male_traditional.webp,792,True
PPL_O4.png,1,4,mg_female_traditional.webp,792,True
PPL_O4.png,2,0,bt_male_gho.webp,792,True
PPL_O4.png,2,1,bt_female_kira.webp,792,True
PPL_O4.png,2,2,bt_male_elderly.webp,792,True
PPL_O4.png,2,3,bt_female_elderly.webp,792,True
PPL_O4.png,2,4,va_male_priest.webp,792,True
PPL_O4.png,3,0,bt_male_casual.webp,792,True
PPL_O4.png,3,1,bt_female_traditional.webp,792,True
PPL_O4.png,3,2,bt_male_gho_2.webp,792,True
PPL_O4.png,3,3,bt_female_professional.webp,792,True
PPL_O4.png,3,4,va_female_professional.webp,792,True
PPL_O4.png,4,0,va_female_nun.webp,792,True
PPL_O4.png,4,1,va_male_bishop.webp,792,True
PPL_O4.png,4,2,va_female_casual.webp,792,True
PPL_O4.png,4,3,pg_male_casual.webp,792,True
PPL_O4.png,4,4,fj_female_casual.webp,792,True
